
==============================================================================
Chorale: bwv253  (suffix: -opt.npy, spread_weight: 0.9)
==============================================================================
  Directory                                    lm   Mean    Max  MaxCh   Spread   Combined
  t1_r1.125_s0_md33_sn0_lm19                   19   53.4    104     74     13.2       65.3
  t2_r1.125_lm17_tmp3.0                        17   53.4    104     74     13.5       65.5
  t2_r1.375_lm17_tmp3.0                        17   53.6    104     74     13.3       65.6
  t2_r1.25_lm17_tmp3.0                         17   53.4    104     74     13.8       65.8
  t1_r1.5_s0_md33_sn0_lm19                     19   53.6    104     74     13.6       65.9
  t2_r1.375_s0_md33_sn0_lm19                   19   53.3    104     74     14.2       66.1
  t2_r1.5_s0_md33_sn0_lm17                     17   53.9    125    166     14.3       66.7
  t1_r1.25_lm19_tmp3.0                         19   54.8    137    160     14.0       67.4
  t1_r1.125_s0_md33_sn0_lm17                   17   55.3    119    172     16.1       69.8
  t2_r1.625_s0_md33_sn0_lm17                   17   64.0   1060     72     16.3       78.7
  t2_r1.75_s0_md33_sn0_lm23                    23   72.6   1146     66     16.3       87.3
  t2_r1.75_s0_md33_sn0_lm19                    19   84.7   3045    148     13.4       96.7

  Winner: t1_r1.75_s0_md33_sn0_lm17
    mean=53.2, max=104 at chord 74, spread=11.4, combined=63.5

==============================================================================
Chorale: bwv260  (suffix: -opt.npy, spread_weight: 0.9)
==============================================================================
  Directory                                    lm   Mean    Max  MaxCh   Spread   Combined
  ------------------------------------------   --  -----  -----  -----  -------  ---------
  t2_r1.125_lm17_tmp3.0                        17   52.9    129      2      9.4       61.4 <-- BEST
  t1_r1.125_s0_md33_sn0_lm17                   17   52.3    105     72     10.6       61.8
  t1_r1.625_s0_md33_sn0_lm17                   17   52.2    105     72     11.1       62.2
  t1_r1.5_lm17_tmp3.0                          17   52.3    111     72     11.4       62.6
  t1_r1.375_s0_md33_sn0_lm19                   19   52.5    105     72     11.4       62.7
  t2_r1.5_s0_md33_sn0_lm17                     17   52.3    105     72     11.9       63.0
  t1_r1.125_s0_md33_sn0_lm19                   19   52.3    105     72     12.0       63.1
  t1_r1.375_lm17_tmp3.0                        17   53.0    129      2     11.4       63.2
  t1_r1.75_s0_md33_sn0_lm19                    19   52.4    105     72     12.8       63.9
  t1_r1.5_lm19_tmp3.0                          19   52.6    111     72     12.6       63.9
  t1_r1.25_s0_md33_sn0_lm17                    17   52.3    105     72     13.0       64.0
  t1_r1.625_s0_md33_sn0_lm19                   19   52.5    105     72     12.9       64.1
  t1_r1.5_s0_md33_sn0_lm19                     19   52.5    105     72     13.1       64.2
  t1_r1.625_lm17_tmp3.0                        17   52.9    129      2     12.6       64.3
  t2_r1.625_s0_md33_sn0_lm17                   17   52.3    105     72     13.6       64.5
  t1_r1.5_s0_md33_sn0_lm17                     17   52.3    105     72     13.7       64.6
  t1_r1.25_s0_md33_sn0_lm19                    19   52.7    105     72     13.8       65.1
  t2_r1.125_s0_md33_sn0_lm17                   17   52.5    105     72     14.0       65.1
  t1_r1.375_s0_md33_sn0_lm17                   17   52.4    105     72     14.6       65.5
  t1_r1.375_lm19_tmp3.0                        19   53.0    129      2     14.0       65.6
  t1_r1.25_lm17_tmp3.0                         17   52.6    111     72     14.9       65.9
  t2_r1.5_lm17_tmp3.0                          17   53.1    129      2     14.9       66.5
  t2_r1.75_s0_md33_sn0_lm17                    17   52.2    105     72     15.9       66.5
  t2_r1.25_lm17_tmp3.0                         17   54.5    174      6     13.7       66.9
  t1_r1.125_lm17_tmp3.0                        17   52.3    111     72     16.5       67.2
  t1_r1.625_lm19_tmp3.0                        19   53.1    129      2     15.8       67.3
  t1_r1.75_s0_md33_sn0_lm17                    17   52.3    105     72     16.8       67.4
  t2_r1.625_lm19_tmp3.0                        19   53.0    129      2     16.4       67.7
  t1_r1.125_lm19_tmp3.0                        19   54.0    135     72     21.4       73.2
  t2_r1.625_s0_md33_sn0_lm19                   19   65.0   1110      2     11.7       75.5
  t2_r1.5_lm19_tmp3.0                          19   65.0   2045     50     12.2       76.0
  t2_r1.375_s0_md33_sn0_lm19                   19   65.2   1110      2     12.1       76.1
  t2_r1.625_lm17_tmp3.0                        17   65.6   1117     72     12.0       76.4
  t2_r1.375_lm17_tmp3.0                        17   65.1   1117     72     12.9       76.7
  t2_r1.375_lm19_tmp3.0                        19   65.7   1117     72     12.4       76.8
  t1_r1.25_lm19_tmp3.0                         19   52.9    108     72     27.2       77.5
  t2_r1.25_s0_md33_sn0_lm19                    19   65.0   1110      2     14.6       78.1
  t2_r1.25_lm19_tmp3.0                         19   65.5   1117     72     15.0       79.0
  t2_r1.75_s0_md33_sn0_lm19                    19   77.5   2090     34     15.0       91.1
  t2_r1.75_s0_md33_sn0_lm23                    23   79.8   2119     18     18.1       96.1
  t2_r1.375_s0_md33_sn0_lm17                   17   89.8   3079     34     11.0       99.7
  t2_r1.125_s0_md33_sn0_lm19                   19   77.8   2090     34     28.9      103.8
  t2_r1.125_lm19_tmp3.0                        19   90.2   2090      2     15.5      104.2
  t2_r1.5_s0_md33_sn0_lm19                     19  102.5   4090     34     11.5      112.8
  t2_r1.25_s0_md33_sn0_lm17                    17  102.3   4047     32     13.2      114.2

  Winner: t2_r1.125_lm17_tmp3.0
    mean=52.9, max=129 at chord 2, spread=9.4, combined=61.4

==============================================================================
Chorale: bwv261  (suffix: -opt.npy, spread_weight: 0.9)
==============================================================================
  Directory                                    lm   Mean    Max  MaxCh   Spread   Combined
  ------------------------------------------   --  -----  -----  -----  -------  ---------
  t1_r1.125_s0_md33_sn0_lm17                   17   56.3    140     72     17.1       71.7 <-- BEST
  t1_r1.75_s0_md33_sn0_lm17                    17   56.7    145     72     17.6       72.6
  t1_r1.125_lm17_tmp3.0                        17   56.5    140     72     18.0       72.6
  t2_r1.125_s0_md33_sn0_lm17                   17   56.3    140     72     18.2       72.7
  t2_r1.5_s0_md33_sn0_lm17                     17   57.5    145     72     16.9       72.7
  t2_r1.75_s0_md33_sn0_lm17                    17   56.6    140     72     18.1       72.9
  t1_r1.75_s0_md33_sn0_lm19                    19   57.1    157     58     17.8       73.1
  t2_r1.25_s0_md33_sn0_lm17                    17   56.2    140     72     19.0       73.3
  t2_r1.75_s0_md33_sn0_lm19                    19   57.4    145     72     17.8       73.5
  t2_r1.125_lm17_tmp3.0                        17   56.6    140     72     18.8       73.6
  t2_r1.5_lm19_tmp3.0                          19   56.9    140     72     18.5       73.6
  t2_r1.375_s0_md33_sn0_lm17                   17   56.4    140     72     19.3       73.8
  t1_r1.375_s0_md33_sn0_lm17                   17   56.3    140     72     19.5       73.8
  t1_r1.125_s0_md33_sn0_lm19                   19   56.3    140     72     19.9       74.2
  t1_r1.5_s0_md33_sn0_lm19                     19   57.0    140     72     19.1       74.2
  t1_r1.25_s0_md33_sn0_lm19                    19   56.6    140     72     20.0       74.6
  t2_r1.25_s0_md33_sn0_lm19                    19   56.2    140     72     20.8       74.9
  t2_r1.375_lm17_tmp3.0                        17   56.8    140     72     20.3       75.0
  t1_r1.25_s0_md33_sn0_lm17                    17   56.0    140     72     21.2       75.1
  t1_r1.375_lm17_tmp3.0                        17   57.0    140     72     20.7       75.7
  t1_r1.625_s0_md33_sn0_lm17                   17   56.8    140     72     21.1       75.8
  t1_r1.625_lm17_tmp3.0                        17   56.8    140     72     21.6       76.3
  t1_r1.625_lm19_tmp3.0                        19   56.9    140     72     21.6       76.3
  t1_r1.625_s0_md33_sn0_lm19                   19   56.2    140     72     23.0       76.9
  t1_r1.375_lm19_tmp3.0                        19   57.1    140     72     22.1       77.0
  t2_r1.25_lm19_tmp3.0                         19   56.9    140     72     22.6       77.3
  t2_r1.625_lm17_tmp3.0                        17   57.0    140     72     23.4       78.0
  t1_r1.375_s0_md33_sn0_lm19                   19   57.2    140     72     23.2       78.1
  t1_r1.25_lm19_tmp3.0                         19   57.3    140     72     24.1       79.0
  t1_r1.125_lm19_tmp3.0                        19   57.8    140     72     23.6       79.1
  t2_r1.625_s0_md33_sn0_lm17                   17   63.5   1087    192     19.5       81.0
  t2_r1.375_s0_md33_sn0_lm19                   19   71.0   2176     72     17.0       86.3
  t1_r1.5_s0_md33_sn0_lm17                     17   70.9   2101    192     18.2       87.3
  t1_r1.5_lm17_tmp3.0                          17   71.1   2101    192     22.0       90.9
  t1_r1.5_lm19_tmp3.0                          19   79.2   3157     72     18.5       95.9
  t2_r1.125_s0_md33_sn0_lm19                   19   77.9   3079    160     20.8       96.6
  t2_r1.25_lm17_tmp3.0                         17   78.3   3089    194     22.4       98.5
  t1_r1.25_lm17_tmp3.0                         17   78.6   3075    194     24.2      100.4
  t2_r1.5_lm17_tmp3.0                          17   85.3   4087    192     18.8      102.2
  t2_r1.625_lm19_tmp3.0                        19   86.2   2119    232     22.6      106.6
  t2_r1.125_lm19_tmp3.0                        19   86.7   2119     80     22.9      107.4
  t2_r1.625_s0_md33_sn0_lm19                   19   99.4   4089    192     19.6      117.1
  t2_r1.375_lm19_tmp3.0                        19  101.5   2119    232     23.8      122.9
  t2_r1.75_s0_md33_sn0_lm23                    23  110.5   2135     72     20.7      129.1
  t2_r1.5_s0_md33_sn0_lm19                     19  128.6   4089    192     22.3      148.6

  Winner: t1_r1.125_s0_md33_sn0_lm17
    mean=56.3, max=140 at chord 72, spread=17.1, combined=71.7

==============================================================================
Chorale: bwv262  (suffix: -opt.npy, spread_weight: 0.9)
==============================================================================
  Directory                                    lm   Mean    Max  MaxCh   Spread   Combined
  ------------------------------------------   --  -----  -----  -----  -------  ---------
  t1_r1.625_s0_md33_sn0_lm17                   17   47.7    113     55      7.5       54.5 <-- BEST
  t1_r1.5_s0_md33_sn0_lm17                     17   47.7    115     55      7.9       54.9
  t2_r1.125_s0_md33_sn0_lm17                   17   47.7    113     55      8.2       55.1
  t2_r1.625_lm17_tmp3.0                        17   47.8    113     55      8.1       55.1
  t2_r1.25_lm19_tmp3.0                         19   47.8    113     55      8.3       55.2
  t1_r1.375_s0_md33_sn0_lm19                   19   47.8    113     55      8.3       55.3
  t1_r1.625_s0_md33_sn0_lm19                   19   47.8    113     55      8.6       55.6
  t2_r1.375_s0_md33_sn0_lm19                   19   47.9    113     55      8.5       55.6
  t1_r1.625_lm19_tmp3.0                        19   47.8    113     55      8.6       55.6
  t2_r1.25_s0_md33_sn0_lm17                    17   47.7    113     55      8.8       55.6
  t2_r1.375_lm17_tmp3.0                        17   47.8    113     55      8.7       55.6
  t1_r1.125_s0_md33_sn0_lm17                   17   47.8    113     55      8.7       55.7
  t1_r1.125_lm19_tmp3.0                        19   48.5    137    102      8.0       55.8
  t1_r1.375_lm19_tmp3.0                        19   47.8    115     55      8.9       55.8
  t2_r1.25_s0_md33_sn0_lm19                    19   47.8    113     55      9.0       55.8
  t1_r1.25_lm17_tmp3.0                         17   47.8    113     55      9.0       55.9
  t2_r1.375_s0_md33_sn0_lm17                   17   47.7    115    183      9.1       56.0
  t1_r1.5_lm19_tmp3.0                          19   48.1    113     55      8.7       56.0
  t1_r1.25_lm19_tmp3.0                         19   47.8    113     55      9.1       56.0
  t1_r1.25_s0_md33_sn0_lm19                    19   48.2    119    102      8.8       56.0
  t1_r1.5_s0_md33_sn0_lm19                     19   47.8    113     55      9.3       56.2
  t1_r1.125_lm17_tmp3.0                        17   47.9    115    183      9.2       56.3
  t2_r1.125_lm17_tmp3.0                        17   47.9    113     55      9.3       56.3
  t2_r1.5_lm17_tmp3.0                          17   47.8    115    183      9.4       56.3
  t2_r1.375_lm19_tmp3.0                        19   47.8    113     55      9.5       56.3
  t2_r1.625_s0_md33_sn0_lm17                   17   47.7    113     55      9.6       56.4
  t1_r1.375_lm17_tmp3.0                        17   47.8    113     55      9.7       56.5
  t1_r1.25_s0_md33_sn0_lm17                    17   47.8    113     55      9.7       56.5
  t2_r1.5_lm19_tmp3.0                          19   47.8    113     55      9.8       56.6
  t1_r1.5_lm17_tmp3.0                          17   47.8    113     55      9.8       56.6
  t2_r1.125_s0_md33_sn0_lm19                   19   47.7    113     55      9.9       56.6
  t2_r1.75_s0_md33_sn0_lm19                    19   47.6    113     55     10.0       56.6
  t2_r1.75_s0_md33_sn0_lm17                    17   47.6    113     55     10.2       56.8
  t2_r1.5_s0_md33_sn0_lm19                     19   47.9    113     55      9.9       56.9
  t2_r1.5_s0_md33_sn0_lm17                     17   47.7    113     55     10.2       56.9
  t1_r1.625_lm17_tmp3.0                        17   47.8    115    183     10.2       57.0
  t2_r1.25_lm17_tmp3.0                         17   48.4    113     55      9.7       57.1
  t2_r1.125_lm19_tmp3.0                        19   48.5    137    102      9.5       57.1
  t1_r1.375_s0_md33_sn0_lm17                   17   47.7    113     55     10.5       57.2
  t1_r1.75_s0_md33_sn0_lm17                    17   47.5     93     55     10.9       57.2
  t2_r1.625_s0_md33_sn0_lm19                   19   47.7    113     55     10.7       57.3
  t1_r1.125_s0_md33_sn0_lm19                   19   47.8    115     55     10.9       57.6
  t1_r1.75_s0_md33_sn0_lm19                    19   47.8    113    183     11.3       57.9
  t2_r1.625_lm19_tmp3.0                        19   48.9    125     48     11.6       59.3
  t2_r1.75_s0_md33_sn0_lm23                    23  127.5   4043     20     12.1      138.4

  Winner: t1_r1.625_s0_md33_sn0_lm17
    mean=47.7, max=113 at chord 55, spread=7.5, combined=54.5

==============================================================================
Chorale: bwv263  (suffix: -opt.npy, spread_weight: 0.9)
==============================================================================
  Directory                                    lm   Mean    Max  MaxCh   Spread   Combined
  ------------------------------------------   --  -----  -----  -----  -------  ---------
  t1_r1.125_lm17_tmp3.0                        17   49.9    140    104      9.2       58.2 <-- BEST
  t1_r1.375_lm17_tmp3.0                        17   49.9    140    104      9.7       58.7
  t2_r1.5_lm17_tmp3.0                          17   49.9    140    104      9.8       58.7
  t2_r1.25_lm17_tmp3.0                         17   49.9    140    104      9.8       58.7
  t1_r1.125_lm19_tmp3.0                        19   49.9    140    104     10.5       59.4
  t2_r1.125_lm17_tmp3.0                        17   49.9    140    104     10.6       59.5
  t2_r1.375_lm17_tmp3.0                        17   49.9    140    104     11.0       59.8
  t2_r1.375_lm19_tmp3.0                        19   49.9    140    104     11.0       59.8
  t1_r1.25_s0_md33_sn0_lm19                    19   49.9    140    104     11.1       59.9
  t1_r1.5_lm17_tmp3.0                          17   49.9    140    104     11.5       60.2
  t1_r1.375_s0_md33_sn0_lm19                   19   49.7    140    104     11.9       60.4
  t1_r1.625_s0_md33_sn0_lm17                   17   49.8    140    104     11.9       60.6
  t1_r1.25_lm17_tmp3.0                         17   50.7    140    104     11.6       61.1
  t2_r1.75_s0_md33_sn0_lm19                    19   49.9    140    104     13.5       62.1
  t1_r1.125_s0_md33_sn0_lm17                   17   50.0    140    104     15.0       63.5
  t1_r1.5_s0_md33_sn0_lm19                     19   50.2    140    104     15.0       63.7
  t2_r1.75_s0_md33_sn0_lm17                    17   49.6    140    104     16.0       64.0
  t2_r1.625_s0_md33_sn0_lm17                   17   50.3    145    104     17.2       65.8
  t1_r1.25_s0_md33_sn0_lm17                    17   50.2    140    104     17.9       66.3
  t1_r1.5_lm19_tmp3.0                          19   50.2    140    104     18.7       67.0
  t2_r1.625_lm17_tmp3.0                        17   50.2    140    104     18.8       67.2
  t2_r1.125_s0_md33_sn0_lm19                   19   50.4    140    104     18.9       67.5
  t1_r1.25_lm19_tmp3.0                         19   50.2    140    104     19.2       67.5
  t2_r1.25_lm19_tmp3.0                         19   50.2    140    104     20.2       68.4
  t1_r1.625_lm19_tmp3.0                        19   50.2    140    104     20.5       68.7
  t2_r1.375_s0_md33_sn0_lm17                   17   50.6    140    104     20.2       68.7
  t2_r1.125_lm19_tmp3.0                        19   50.2    140    104     20.6       68.7
  t1_r1.625_lm17_tmp3.0                        17   50.2    140    104     20.6       68.7
  t1_r1.125_s0_md33_sn0_lm19                   19   50.1    140    104     20.8       68.8
  t2_r1.125_s0_md33_sn0_lm17                   17   60.5   1110     42     10.3       69.8
  t1_r1.375_lm19_tmp3.0                        19   50.2    140    104     22.3       70.3
  t2_r1.25_s0_md33_sn0_lm19                    19   49.9    140    104     23.0       70.6
  t1_r1.75_s0_md33_sn0_lm19                    19   50.1    140    104     23.5       71.2
  t2_r1.25_s0_md33_sn0_lm17                    17   60.6   1110     42     12.0       71.4
  t1_r1.75_s0_md33_sn0_lm17                    17   49.8    140    104     25.5       72.8
  t2_r1.75_s0_md33_sn0_lm23                    23   50.4    140    104     26.0       73.8
  t1_r1.375_s0_md33_sn0_lm17                   17   49.9    140    104     27.0       74.2
  t1_r1.625_s0_md33_sn0_lm19                   19   49.6    140    104     28.0       74.8
  t2_r1.5_lm19_tmp3.0                          19   60.7   1043     20     16.6       75.6
  t1_r1.5_s0_md33_sn0_lm17                     17   50.1    140    104     29.0       76.2
  t2_r1.5_s0_md33_sn0_lm17                     17   60.8   1110     42     19.6       78.4
  t2_r1.625_s0_md33_sn0_lm19                   19   60.3   1110     42     33.0       90.0
  t2_r1.5_s0_md33_sn0_lm19                     19   81.0   3043    148     28.5      106.6
  t2_r1.625_lm19_tmp3.0                        19  113.2   4045     78     16.0      127.6
  t2_r1.375_s0_md33_sn0_lm19                   19  133.0   3043     60     25.5      156.0

  Winner: t1_r1.125_lm17_tmp3.0
    mean=49.9, max=140 at chord 104, spread=9.2, combined=58.2

==============================================================================
Chorale: bwv264  (suffix: -opt.npy, spread_weight: 0.9)
==============================================================================
  Directory                                    lm   Mean    Max  MaxCh   Spread   Combined
  ------------------------------------------   --  -----  -----  -----  -------  ---------
  t2_r1.625_s0_md33_sn0_lm19                   19   48.2    140    110      7.5       55.0 <-- BEST
  t2_r1.25_lm19_tmp3.0                         19   48.5    130    110      7.4       55.2
  t1_r1.625_s0_md33_sn0_lm17                   17   48.0    105    110      8.1       55.2
  t1_r1.25_lm17_tmp3.0                         17   48.6    130    110      7.7       55.5
  t2_r1.25_s0_md33_sn0_lm17                    17   48.2    104    110      8.6       55.9
  t2_r1.5_s0_md33_sn0_lm17                     17   48.2    104    110      8.6       55.9
  t1_r1.5_s0_md33_sn0_lm19                     19   48.4    130    110      8.5       56.1
  t1_r1.25_lm19_tmp3.0                         19   48.1    140    110      8.9       56.1
  t1_r1.5_lm19_tmp3.0                          19   48.2    140    110      8.8       56.2
  t2_r1.25_lm17_tmp3.0                         17   48.6    130    110      8.4       56.2
  t2_r1.375_s0_md33_sn0_lm19                   19   48.3    124    110      8.8       56.2
  t1_r1.125_s0_md33_sn0_lm17                   17   48.0    105    110      9.3       56.4
  t1_r1.375_lm17_tmp3.0                        17   48.0    105    110      9.4       56.5
  t2_r1.5_lm19_tmp3.0                          19   48.0    105    110      9.5       56.5
  t1_r1.125_lm17_tmp3.0                        17   48.6    127    110      8.9       56.6
  t2_r1.375_lm19_tmp3.0                        19   48.6    130    110      9.1       56.8
  t2_r1.625_lm19_tmp3.0                        19   48.6    130    110      9.1       56.8
  t1_r1.625_lm19_tmp3.0                        19   48.6    130    110      9.2       56.8
  t1_r1.625_lm17_tmp3.0                        17   48.4    125    111      9.4       56.8
  t1_r1.625_s0_md33_sn0_lm19                   19   48.1    108    110      9.7       56.8
  t2_r1.75_s0_md33_sn0_lm17                    17   48.0    105    110      9.9       56.9
  t1_r1.125_lm19_tmp3.0                        19   48.2    140    110      9.8       57.1
  t2_r1.375_lm17_tmp3.0                        17   48.5    130    110      9.6       57.2
  t1_r1.25_s0_md33_sn0_lm19                    19   48.6    130    110      9.7       57.3
  t1_r1.5_lm17_tmp3.0                          17   48.6    127    110      9.7       57.3
  t1_r1.375_s0_md33_sn0_lm19                   19   48.2    108    110     10.2       57.4
  t1_r1.125_s0_md33_sn0_lm19                   19   48.9    148    110      9.4       57.4
  t2_r1.125_lm19_tmp3.0                        19   48.1    127    110     10.6       57.6
  t1_r1.25_s0_md33_sn0_lm17                    17   48.3    150    110     10.5       57.7
  t1_r1.75_s0_md33_sn0_lm19                    19   48.2    111    110     10.8       57.9
  t1_r1.375_lm19_tmp3.0                        19   49.4    171    106      9.6       58.0
  t2_r1.375_s0_md33_sn0_lm17                   17   48.2    111    110     11.1       58.3
  t1_r1.5_s0_md33_sn0_lm17                     17   48.2    148    110     11.5       58.6
  t2_r1.625_s0_md33_sn0_lm17                   17   49.2    130    110     10.4       58.6
  t1_r1.375_s0_md33_sn0_lm17                   17   48.5    119    111     11.5       58.9
  t1_r1.75_s0_md33_sn0_lm17                    17   48.2    111    110     14.4       61.2
  t2_r1.125_lm17_tmp3.0                        17   54.9   1135    110      9.5       63.5
  t2_r1.75_s0_md33_sn0_lm19                    19   54.9   1135    110     10.8       64.6
  t2_r1.125_s0_md33_sn0_lm19                   19   55.4   1143    110     11.1       65.4
  t2_r1.625_lm17_tmp3.0                        17   54.8   1135    110     12.5       66.1
  t2_r1.5_lm17_tmp3.0                          17   54.8   1135    110     15.5       68.8
  t2_r1.25_s0_md33_sn0_lm19                    19   61.7   2138    110      8.9       69.7
  t2_r1.75_s0_md33_sn0_lm23                    23   62.0   2121    103     10.1       71.1
  t2_r1.125_s0_md33_sn0_lm17                   17   68.3   3062    111     23.5       89.4
  t2_r1.5_s0_md33_sn0_lm19                     19  102.1   4045     12      8.8      110.1

  Winner: t2_r1.625_s0_md33_sn0_lm19
    mean=48.2, max=140 at chord 110, spread=7.5, combined=55.0

==============================================================================

Run with --render to produce audio for the winners.
