
==============================================================================
Chorale: bwv253  (suffix: -trans-sa-opt.npy, spread_weight: 0.9)
==============================================================================
  Directory                                    lm   Mean    Max  MaxCh   Spread   Combined
  t1_r1.625_lm19_tmp3.0                        19   53.4    104     74     15.0       66.9
  t1_r1.375_lm19_tmp3.0                        19   53.4    104     74     15.0       66.9
  t1_r1.375_lm17_tmp3.0                        17   53.4    104     74     15.2       67.1
  t1_r1.5_lm17_tmp3.0                          17   53.4    104     74     15.3       67.2
  t2_r1.625_s0_md33_sn0_lm19                   19   53.4    104     74     15.5       67.3
  t2_r1.375_lm19_tmp3.0                        19   53.4    104     74     15.5       67.4
  t2_r1.5_lm17_tmp3.0                          17   53.4    104     74     15.6       67.4
  t2_r1.375_s0_md33_sn0_lm19                   19   53.3    104     74     16.1       67.9
  t2_r1.125_lm19_tmp3.0                        19   53.4    104     74     16.3       68.1
  t1_r1.5_s0_md33_sn0_lm19                     19   53.6    104     74     16.3       68.3
  t2_r1.25_lm17_tmp3.0                         17   53.4    104     74     16.8       68.5
  t1_r1.25_s0_md33_sn0_lm17                    17   53.6    104     74     16.7       68.7
  t1_r1.125_s0_md33_sn0_lm17                   17   55.3    119    172     16.9       70.6
  t2_r1.625_s0_md33_sn0_lm17                   17   64.0   1060     72     16.8       79.1
  t2_r1.75_s0_md33_sn0_lm23                    23   72.6   1146     66     18.7       89.5
  t2_r1.75_s0_md33_sn0_lm19                    19   84.7   3045    148     16.8       99.8

  Winner: t2_r1.25_s0_md33_sn0_lm19
    mean=53.4, max=104 at chord 74, spread=11.0, combined=63.3

==============================================================================
Chorale: bwv260  (suffix: -trans-sa-opt.npy, spread_weight: 0.9)
==============================================================================
  Directory                                    lm   Mean    Max  MaxCh   Spread   Combined
  ------------------------------------------   --  -----  -----  -----  -------  ---------
  t2_r1.5_s0_md33_sn0_lm17                     17   52.3    105     72     10.5       61.7 <-- BEST
  t1_r1.125_s0_md33_sn0_lm17                   17   52.3    105     72     10.6       61.8
  t1_r1.125_s0_md33_sn0_lm19                   19   52.3    105     72     10.7       61.9
  t2_r1.125_lm17_tmp3.0                        17   52.9    129      2     10.1       62.1
  t1_r1.75_s0_md33_sn0_lm17                    17   52.3    105     72     10.9       62.1
  t1_r1.625_lm17_tmp3.0                        17   52.9    129      2     10.2       62.2
  t1_r1.625_s0_md33_sn0_lm17                   17   52.2    105     72     11.1       62.2
  t1_r1.5_s0_md33_sn0_lm17                     17   52.3    105     72     11.1       62.3
  t1_r1.375_lm17_tmp3.0                        17   53.0    129      2     10.4       62.3
  t1_r1.25_s0_md33_sn0_lm17                    17   52.3    105     72     11.2       62.4
  t1_r1.625_s0_md33_sn0_lm19                   19   52.5    105     72     11.0       62.4
  t2_r1.625_s0_md33_sn0_lm17                   17   52.3    105     72     11.2       62.4
  t1_r1.5_lm17_tmp3.0                          17   52.3    111     72     11.4       62.6
  t1_r1.375_s0_md33_sn0_lm19                   19   52.5    105     72     11.4       62.7
  t2_r1.125_s0_md33_sn0_lm17                   17   52.5    105     72     12.0       63.3
  t1_r1.375_s0_md33_sn0_lm17                   17   52.4    105     72     12.2       63.4
  t1_r1.5_s0_md33_sn0_lm19                     19   52.5    105     72     12.2       63.5
  t1_r1.25_s0_md33_sn0_lm19                    19   52.7    105     72     12.2       63.7
  t1_r1.75_s0_md33_sn0_lm19                    19   52.4    105     72     12.9       64.1
  t2_r1.75_s0_md33_sn0_lm17                    17   52.2    105     72     13.2       64.1
  t1_r1.5_lm19_tmp3.0                          19   52.6    111     72     14.0       65.2
  t1_r1.375_lm19_tmp3.0                        19   53.0    129      2     13.8       65.4
  t1_r1.25_lm17_tmp3.0                         17   52.6    111     72     14.7       65.8
  t1_r1.625_lm19_tmp3.0                        19   53.1    129      2     14.2       65.9
  t2_r1.5_lm17_tmp3.0                          17   53.1    129      2     14.5       66.1
  t2_r1.25_lm17_tmp3.0                         17   54.5    174      6     13.6       66.8
  t1_r1.125_lm17_tmp3.0                        17   52.3    111     72     17.0       67.6
  t2_r1.625_lm19_tmp3.0                        19   53.0    129      2     16.5       67.9
  t1_r1.125_lm19_tmp3.0                        19   54.0    135     72     17.2       69.5
  t2_r1.5_lm19_tmp3.0                          19   65.0   2045     50     10.1       74.1
  t2_r1.625_s0_md33_sn0_lm19                   19   65.0   1110      2     10.5       74.4
  t2_r1.375_s0_md33_sn0_lm19                   19   65.2   1110      2     10.5       74.7
  t2_r1.375_lm19_tmp3.0                        19   65.7   1117     72     11.0       75.6
  t2_r1.625_lm17_tmp3.0                        17   65.6   1117     72     11.6       76.1
  t2_r1.375_lm17_tmp3.0                        17   65.1   1117     72     12.4       76.3
  t2_r1.25_s0_md33_sn0_lm19                    19   65.0   1110      2     13.0       76.7
  t1_r1.25_lm19_tmp3.0                         19   52.9    108     72     28.0       78.1
  t2_r1.25_lm19_tmp3.0                         19   65.5   1117     72     15.0       79.0
  t2_r1.75_s0_md33_sn0_lm19                    19   77.5   2090     34     16.4       92.3
  t2_r1.75_s0_md33_sn0_lm23                    23   79.8   2119     18     19.7       97.5
  t2_r1.375_s0_md33_sn0_lm17                   17   89.8   3079     34     10.8       99.5
  t2_r1.125_lm19_tmp3.0                        19   90.2   2090      2     15.2      103.9
  t2_r1.125_s0_md33_sn0_lm19                   19   77.8   2090     34     30.5      105.3
  t2_r1.5_s0_md33_sn0_lm19                     19  102.5   4090     34     10.1      111.6
  t2_r1.25_s0_md33_sn0_lm17                    17  102.3   4047     32     11.6      112.8

  Winner: t2_r1.5_s0_md33_sn0_lm17
    mean=52.3, max=105 at chord 72, spread=10.5, combined=61.7

==============================================================================
Chorale: bwv261  (suffix: -trans-sa-opt.npy, spread_weight: 0.9)
==============================================================================
  Directory                                    lm   Mean    Max  MaxCh   Spread   Combined
  ------------------------------------------   --  -----  -----  -----  -------  ---------
  t1_r1.125_s0_md33_sn0_lm17                   17   56.3    140     72     17.2       71.7 <-- BEST
  t2_r1.625_lm17_tmp3.0                        17   57.0    140     72     16.5       71.8
  t1_r1.125_lm17_tmp3.0                        17   56.5    140     72     17.2       71.9
  t2_r1.125_s0_md33_sn0_lm17                   17   56.3    140     72     17.8       72.3
  t2_r1.375_s0_md33_sn0_lm17                   17   56.4    140     72     17.8       72.4
  t2_r1.25_s0_md33_sn0_lm17                    17   56.2    140     72     18.1       72.5
  t2_r1.75_s0_md33_sn0_lm17                    17   56.6    140     72     17.6       72.5
  t2_r1.5_s0_md33_sn0_lm17                     17   57.5    145     72     16.8       72.6
  t1_r1.375_s0_md33_sn0_lm17                   17   56.3    140     72     18.2       72.7
  t2_r1.5_lm19_tmp3.0                          19   56.9    140     72     17.9       73.1
  t1_r1.125_s0_md33_sn0_lm19                   19   56.3    140     72     18.8       73.2
  t1_r1.625_s0_md33_sn0_lm19                   19   56.2    140     72     19.0       73.3
  t2_r1.375_lm17_tmp3.0                        17   56.8    140     72     18.7       73.5
  t1_r1.375_lm19_tmp3.0                        19   57.1    140     72     18.5       73.7
  t2_r1.25_s0_md33_sn0_lm19                    19   56.2    140     72     19.5       73.8
  t1_r1.625_lm17_tmp3.0                        17   56.8    140     72     19.0       73.9
  t2_r1.25_lm19_tmp3.0                         19   56.9    140     72     18.9       73.9
  t2_r1.125_lm17_tmp3.0                        17   56.6    140     72     19.3       74.0
  t2_r1.75_s0_md33_sn0_lm19                    19   57.4    145     72     18.6       74.1
  t1_r1.25_s0_md33_sn0_lm19                    19   56.6    140     72     19.7       74.3
  t1_r1.375_lm17_tmp3.0                        17   57.0    140     72     19.2       74.3
  t1_r1.75_s0_md33_sn0_lm17                    17   56.7    145     72     19.7       74.4
  t1_r1.625_s0_md33_sn0_lm17                   17   56.8    140     72     20.1       74.9
  t1_r1.625_lm19_tmp3.0                        19   56.9    140     72     20.3       75.1
  t1_r1.5_s0_md33_sn0_lm19                     19   57.0    140     72     20.7       75.6
  t1_r1.125_lm19_tmp3.0                        19   57.8    140     72     19.7       75.6
  t1_r1.25_s0_md33_sn0_lm17                    17   56.0    140     72     21.9       75.7
  t1_r1.25_lm19_tmp3.0                         19   57.3    140     72     21.4       76.6
  t1_r1.375_s0_md33_sn0_lm19                   19   57.2    140     72     23.0       77.9
  t1_r1.75_s0_md33_sn0_lm19                    19   57.1    157     58     24.2       78.9
  t2_r1.625_s0_md33_sn0_lm17                   17   63.5   1087    192     17.3       79.1
  t1_r1.5_s0_md33_sn0_lm17                     17   70.9   2101    192     17.5       86.6
  t2_r1.375_s0_md33_sn0_lm19                   19   71.0   2176     72     17.5       86.8
  t1_r1.5_lm17_tmp3.0                          17   71.1   2101    192     19.4       88.6
  t2_r1.25_lm17_tmp3.0                         17   78.3   3089    194     18.4       94.9
  t1_r1.25_lm17_tmp3.0                         17   78.6   3075    194     18.2       95.0
  t1_r1.5_lm19_tmp3.0                          19   79.2   3157     72     17.9       95.3
  t2_r1.125_s0_md33_sn0_lm19                   19   77.9   3079    160     19.5       95.4
  t2_r1.5_lm17_tmp3.0                          17   85.3   4087    192     19.3      102.7
  t2_r1.625_lm19_tmp3.0                        19   86.2   2119    232     18.6      102.9
  t2_r1.125_lm19_tmp3.0                        19   86.7   2119     80     18.6      103.5
  t2_r1.625_s0_md33_sn0_lm19                   19   99.4   4089    192     18.5      116.1
  t2_r1.375_lm19_tmp3.0                        19  101.5   2119    232     23.1      122.3
  t2_r1.75_s0_md33_sn0_lm23                    23  110.5   2135     72     23.3      131.5
  t2_r1.5_s0_md33_sn0_lm19                     19  128.6   4089    192     22.9      149.2

  Winner: t1_r1.125_s0_md33_sn0_lm17
    mean=56.3, max=140 at chord 72, spread=17.2, combined=71.7

==============================================================================
Chorale: bwv262  (suffix: -trans-sa-opt.npy, spread_weight: 0.9)
==============================================================================
  Directory                                    lm   Mean    Max  MaxCh   Spread   Combined
  ------------------------------------------   --  -----  -----  -----  -------  ---------
  t1_r1.75_s0_md33_sn0_lm19                    19   47.6    113    183      8.0       54.8 <-- BEST
  t1_r1.625_s0_md33_sn0_lm17                   17   47.7    113     55      8.9       55.7
  t1_r1.5_s0_md33_sn0_lm17                     17   47.7    115     55      9.2       56.1
  t1_r1.375_s0_md33_sn0_lm19                   19   47.8    113     55      9.7       56.5
  t2_r1.625_s0_md33_sn0_lm17                   17   47.7    113     55     10.0       56.8
  t2_r1.375_s0_md33_sn0_lm17                   17   47.7    115    183     10.2       57.0
  t2_r1.25_s0_md33_sn0_lm17                    17   47.7    113     55     10.3       57.0
  t1_r1.375_s0_md33_sn0_lm17                   17   47.7    113     55     11.1       57.7
  t2_r1.125_s0_md33_sn0_lm19                   19   47.7    113     55     11.4       58.0
  t2_r1.125_s0_md33_sn0_lm17                   17   47.7    113     55     11.6       58.2
  t1_r1.25_s0_md33_sn0_lm19                    19   48.2    119    102     11.2       58.3
  t1_r1.125_s0_md33_sn0_lm19                   19   47.8    115     55     11.8       58.4
  t2_r1.125_lm17_tmp3.0                        17   47.9    113     55     11.8       58.5
  t2_r1.625_s0_md33_sn0_lm19                   19   47.7    113     55     12.5       58.9
  t1_r1.75_s0_md33_sn0_lm17                    17   47.5     93     55     13.0       59.2
  t2_r1.5_s0_md33_sn0_lm17                     17   47.7    113     55     12.8       59.2
  t1_r1.125_s0_md33_sn0_lm17                   17   47.8    113     55     12.8       59.3
  t2_r1.75_s0_md33_sn0_lm17                    17   47.6    113     55     13.0       59.3
  t2_r1.125_lm19_tmp3.0                        19   48.5    137    102     12.8       60.0
  t2_r1.5_lm19_tmp3.0                          19   47.8    113     55     13.8       60.1
  t1_r1.625_lm19_tmp3.0                        19   47.8    113     55     14.8       61.1
  t1_r1.25_lm17_tmp3.0                         17   47.8    113     55     15.8       62.0
  t1_r1.625_lm17_tmp3.0                        17   47.8    115    183     15.8       62.0
  t2_r1.625_lm19_tmp3.0                        19   48.9    125     48     14.8       62.2
  t1_r1.5_s0_md33_sn0_lm19                     19   47.8    113     55     16.2       62.4
  t1_r1.5_lm17_tmp3.0                          17   47.8    113     55     16.2       62.4
  t1_r1.125_lm19_tmp3.0                        19   48.5    137    102     15.8       62.7
  t1_r1.5_lm19_tmp3.0                          19   48.1    113     55     16.8       63.2
  t1_r1.25_lm19_tmp3.0                         19   47.8    113     55     17.2       63.3
  t2_r1.25_lm19_tmp3.0                         19   47.8    113     55     17.2       63.3
  t2_r1.25_lm17_tmp3.0                         17   48.4    113     55     17.2       63.9
  t2_r1.25_s0_md33_sn0_lm19                    19   47.8    113     55     18.2       64.2
  t1_r1.375_lm19_tmp3.0                        19   47.8    115     55     18.2       64.2
  t2_r1.5_lm17_tmp3.0                          17   47.8    115    183     18.2       64.2
  t2_r1.375_lm17_tmp3.0                        17   47.8    113     55     18.8       64.7
  t2_r1.375_s0_md33_sn0_lm19                   19   47.9    113     55     18.8       64.8
  t1_r1.375_lm17_tmp3.0                        17   47.8    113     55     19.2       65.1
  t2_r1.625_lm17_tmp3.0                        17   47.8    113     55     19.2       65.1
  t1_r1.125_lm17_tmp3.0                        17   47.9    115    183     19.2       65.3
  t2_r1.5_s0_md33_sn0_lm19                     19   47.9    113     55     19.8       65.7
  t1_r1.25_s0_md33_sn0_lm17                    17   47.8    113     55     20.2       66.0
  t2_r1.75_s0_md33_sn0_lm19                    19   47.6    113     55     20.5       66.1
  t1_r1.625_s0_md33_sn0_lm19                   19   47.8    113     55     21.2       66.9
  t2_r1.375_lm19_tmp3.0                        19   47.8    113     55     21.2       66.9
  t2_r1.75_s0_md33_sn0_lm23                    23  127.5   4043     20     13.4      139.5

  Winner: t1_r1.75_s0_md33_sn0_lm19
    mean=47.6, max=113 at chord 183, spread=8.0, combined=54.8

==============================================================================
Chorale: bwv263  (suffix: -trans-sa-opt.npy, spread_weight: 0.9)
==============================================================================
  Directory                                    lm   Mean    Max  MaxCh   Spread   Combined
  ------------------------------------------   --  -----  -----  -----  -------  ---------
  t1_r1.25_s0_md33_sn0_lm19                    19   49.9    140    104     11.5       60.3 <-- BEST
  t1_r1.125_lm17_tmp3.0                        17   49.9    140    104     11.5       60.3
  t1_r1.375_lm17_tmp3.0                        17   49.9    140    104     11.6       60.3
  t1_r1.5_lm17_tmp3.0                          17   49.9    140    104     12.2       60.9
  t2_r1.5_lm17_tmp3.0                          17   49.9    140    104     12.4       61.0
  t2_r1.375_lm17_tmp3.0                        17   49.9    140    104     12.4       61.0
  t2_r1.25_lm17_tmp3.0                         17   49.9    140    104     12.5       61.1
  t2_r1.125_lm19_tmp3.0                        19   50.2    140    104     12.2       61.3
  t1_r1.625_lm17_tmp3.0                        17   50.2    140    104     12.4       61.4
  t1_r1.25_lm17_tmp3.0                         17   50.7    140    104     12.1       61.6
  t1_r1.25_lm19_tmp3.0                         19   50.2    140    104     12.9       61.8
  t1_r1.5_lm19_tmp3.0                          19   50.2    140    104     13.0       61.9
  t1_r1.625_s0_md33_sn0_lm17                   17   49.8    140    104     13.6       62.0
  t2_r1.75_s0_md33_sn0_lm19                    19   49.9    140    104     13.7       62.2
  t2_r1.25_lm19_tmp3.0                         19   50.2    140    104     13.4       62.3
  t1_r1.125_lm19_tmp3.0                        19   49.9    140    104     13.9       62.4
  t2_r1.375_lm19_tmp3.0                        19   49.9    140    104     14.1       62.6
  t1_r1.375_lm19_tmp3.0                        19   50.2    140    104     14.2       63.1
  t2_r1.125_s0_md33_sn0_lm19                   19   50.4    140    104     14.2       63.2
  t1_r1.25_s0_md33_sn0_lm17                    17   50.2    140    104     14.5       63.3
  t2_r1.625_lm17_tmp3.0                        17   50.2    140    104     14.5       63.3
  t2_r1.625_s0_md33_sn0_lm17                   17   50.3    145    104     14.5       63.3
  t2_r1.125_lm17_tmp3.0                        17   49.9    140    104     15.0       63.4
  t1_r1.125_s0_md33_sn0_lm17                   17   50.0    140    104     15.0       63.5
  t1_r1.125_s0_md33_sn0_lm19                   19   50.1    140    104     15.0       63.6
  t1_r1.5_s0_md33_sn0_lm19                     19   50.2    140    104     15.0       63.7
  t1_r1.375_s0_md33_sn0_lm19                   19   49.7    140    104     15.7       63.9
  t2_r1.75_s0_md33_sn0_lm17                    17   49.6    140    104     16.0       64.0
  t1_r1.625_lm19_tmp3.0                        19   50.2    140    104     15.6       64.3
  t2_r1.375_s0_md33_sn0_lm17                   17   50.6    140    104     17.0       65.9
  t1_r1.375_s0_md33_sn0_lm17                   17   49.9    140    104     18.0       66.1
  t1_r1.75_s0_md33_sn0_lm19                    19   50.1    140    104     22.0       69.9
  t2_r1.5_lm19_tmp3.0                          19   60.7   1043     20     10.5       70.1
  t2_r1.25_s0_md33_sn0_lm19                    19   49.9    140    104     23.0       70.6
  t2_r1.125_s0_md33_sn0_lm17                   17   60.5   1110     42     12.9       72.1
  t2_r1.25_s0_md33_sn0_lm17                    17   60.6   1110     42     13.8       73.0
  t1_r1.75_s0_md33_sn0_lm17                    17   49.8    140    104     26.0       73.2
  t2_r1.5_s0_md33_sn0_lm17                     17   60.8   1110     42     14.8       74.1
  t1_r1.625_s0_md33_sn0_lm19                   19   49.6    140    104     28.0       74.8
  t1_r1.5_s0_md33_sn0_lm17                     17   50.1    140    104     27.5       74.9
  t2_r1.75_s0_md33_sn0_lm23                    23   50.4    140    104     30.5       77.9
  t2_r1.625_s0_md33_sn0_lm19                   19   60.3   1110     42     33.0       90.0
  t2_r1.5_s0_md33_sn0_lm19                     19   81.0   3043    148     28.0      106.2
  t2_r1.625_lm19_tmp3.0                        19  113.2   4045     78     16.8      128.3
  t2_r1.375_s0_md33_sn0_lm19                   19  133.0   3043     60     18.5      149.7

  Winner: t1_r1.25_s0_md33_sn0_lm19
    mean=49.9, max=140 at chord 104, spread=11.5, combined=60.3

==============================================================================
Chorale: bwv264  (suffix: -trans-sa-opt.npy, spread_weight: 0.9)
==============================================================================
  Directory                                    lm   Mean    Max  MaxCh   Spread   Combined
  ------------------------------------------   --  -----  -----  -----  -------  ---------
  t1_r1.625_s0_md33_sn0_lm17                   17   48.0    105    110      9.5       56.5 <-- BEST
  t2_r1.125_lm19_tmp3.0                        19   48.1    127    110      9.6       56.8
  t1_r1.125_lm17_tmp3.0                        17   48.6    127    110      9.2       56.9
  t1_r1.5_lm17_tmp3.0                          17   48.6    127    110      9.3       57.0
  t1_r1.375_lm19_tmp3.0                        19   49.4    171    106      8.7       57.2
  t1_r1.375_lm17_tmp3.0                        17   48.0    105    110     10.4       57.3
  t1_r1.625_lm19_tmp3.0                        19   48.6    130    110      9.9       57.5
  t1_r1.5_lm19_tmp3.0                          19   48.2    140    110     10.3       57.5
  t2_r1.625_lm19_tmp3.0                        19   48.6    130    110      9.9       57.5
  t2_r1.375_lm17_tmp3.0                        17   48.5    130    110     10.1       57.6
  t1_r1.25_lm17_tmp3.0                         17   48.6    130    110     10.1       57.7
  t1_r1.625_lm17_tmp3.0                        17   48.4    125    111     10.3       57.7
  t2_r1.375_s0_md33_sn0_lm17                   17   48.2    111    110     10.6       57.8
  t2_r1.25_s0_md33_sn0_lm17                    17   48.2    104    110     10.8       57.9
  t1_r1.25_s0_md33_sn0_lm17                    17   48.3    150    110     10.7       57.9
  t1_r1.625_s0_md33_sn0_lm19                   19   48.1    108    110     11.0       58.0
  t1_r1.125_s0_md33_sn0_lm17                   17   48.0    105    110     11.2       58.0
  t2_r1.625_s0_md33_sn0_lm19                   19   48.2    140    110     10.9       58.1
  t2_r1.5_s0_md33_sn0_lm17                     17   48.2    104    110     11.0       58.1
  t2_r1.375_lm19_tmp3.0                        19   48.6    130    110     10.7       58.2
  t1_r1.25_s0_md33_sn0_lm19                    19   48.6    130    110     10.8       58.3
  t1_r1.5_s0_md33_sn0_lm19                     19   48.4    130    110     11.2       58.5
  t2_r1.5_lm19_tmp3.0                          19   48.0    105    110     11.8       58.6
  t2_r1.25_lm17_tmp3.0                         17   48.6    130    110     11.2       58.6
  t2_r1.25_lm19_tmp3.0                         19   48.5    130    110     11.4       58.8
  t1_r1.375_s0_md33_sn0_lm17                   17   48.5    119    111     11.5       58.9
  t2_r1.75_s0_md33_sn0_lm17                    17   48.0    105    110     12.2       59.0
  t1_r1.125_lm19_tmp3.0                        19   48.2    140    110     12.3       59.3
  t2_r1.375_s0_md33_sn0_lm19                   19   48.3    124    110     12.2       59.3
  t1_r1.25_lm19_tmp3.0                         19   48.1    140    110     12.8       59.7
  t1_r1.5_s0_md33_sn0_lm17                     17   48.2    148    110     12.8       59.8
  t1_r1.375_s0_md33_sn0_lm19                   19   48.2    108    110     13.0       59.9
  t1_r1.125_s0_md33_sn0_lm19                   19   48.9    148    110     12.2       59.9
  t1_r1.75_s0_md33_sn0_lm17                    17   48.2    111    110     14.2       61.0
  t2_r1.625_s0_md33_sn0_lm17                   17   49.2    130    110     15.0       62.7
  t2_r1.5_lm17_tmp3.0                          17   54.8   1135    110      9.4       63.3
  t2_r1.625_lm17_tmp3.0                        17   54.8   1135    110      9.4       63.3
  t2_r1.125_lm17_tmp3.0                        17   54.9   1135    110     10.4       64.3
  t1_r1.75_s0_md33_sn0_lm19                    19   48.2    111    110     17.9       64.3
  t2_r1.125_s0_md33_sn0_lm19                   19   55.4   1143    110     10.6       64.9
  t2_r1.75_s0_md33_sn0_lm19                    19   54.9   1135    110     11.5       65.3
  t2_r1.25_s0_md33_sn0_lm19                    19   61.7   2138    110     11.1       71.7
  t2_r1.75_s0_md33_sn0_lm23                    23   62.0   2121    103     14.3       74.9
  t2_r1.125_s0_md33_sn0_lm17                   17   68.3   3062    111     23.5       89.4
  t2_r1.5_s0_md33_sn0_lm19                     19  102.1   4045     12     10.4      111.5

  Winner: t1_r1.625_s0_md33_sn0_lm17
    mean=48.0, max=105 at chord 110, spread=9.5, combined=56.5

==============================================================================

Run with --render to produce audio for the winners.
